"","scrubbed_family","scrubbed_genus","scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","project_pi","region","country","state_province","locality_description","access","id"
"1777","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.056555024","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459810
"1778","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.060677083","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459811
"1779","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052428058","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459812
"1780","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.058849955","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459813
"1781","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.054624028","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459814
"1782","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.041446208","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459815
"1783","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.032653061","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459816
"1784","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.041014975","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459817
"1785","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.037854077","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459818
"1786","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.022939424","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459819
"1787","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.041486359","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459823
"1788","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.051642336","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459824
"1789","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042479214","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459825
"1790","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.03627204","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459827
"1791","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.035804702","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459829
"1792","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.053251534","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459830
"1793","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.059126984","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459831
"1794","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.056463289","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459832
"1795","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.073953488","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459834
"1796","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.080128205","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459835
"1797","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.074034335","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459836
"1798","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.05278654","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459837
"1799","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.051184346","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459838
"1800","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.055974166","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459839
"1801","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038504673","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459840
"1802","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.043830571","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459841
"1803","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042026432","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459842
"1804","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.054413103","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459843
"1805","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052846832","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459844
"1806","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.048175865","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459845
"1807","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036663771","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459846
"1808","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.044053775","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459847
"1809","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.029917184","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459848
"1810","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.063974495","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459849
"1811","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.06484375","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459850
"1812","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.069551935","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459851
"1813","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.056203704","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459852
"1814","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.046576763","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Costa Rica",NA,"llano Bonito","public",3459853
"1815","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.053292362","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459855
"1816","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.053658537","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459856
"1817","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.048188804","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459857
"1818","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.047151899","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459858
"1819","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.050168729","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459859
"1820","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038428418","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459860
"1821","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.028934506","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459861
"1822","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.018341969","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459862
"1823","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036990596","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459863
"1824","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.02869379","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459865
"1825","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.032100109","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459866
"1826","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.035300668","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459867
"1827","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042726231","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459868
"1828","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.047539267","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459869
"1829","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.042013889","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459871
"1830","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.068395062","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459872
"1831","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.053652058","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459873
"1832","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.039930151","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459874
"1833","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.041807229","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459877
"1834","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038681319","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459880
"1835","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.057381258","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459881
"1836","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.03344086","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459882
"1837","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.0117195","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459883
"1838","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.009263016","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459884
"1839","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.062046908","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459885
"1840","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.078040541","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459886
"1841","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.056316916","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459887
"1842","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.05208111","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459888
"1843","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.05495916","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459889
"1844","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.038391846","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459890
"1845","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.052452026","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459891
"1846","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036149068","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459892
"1847","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.036856876","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459893
"1848","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.039788732","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459894
"1849","Rubiaceae","Coffea","Coffea arabica","leaf photosynthetic rate per leaf dry mass","0.058383595","Âµmol.g-1.s-1",NA,NA,NA,NA,"http://datadryad.org/resource/doi:10.5061/dryad.4t3r6","Martin AR","adam.martin@utoronto.ca","Nicaragua","Masaya",NA,"public",3459895
